id,kode_pohon,nama_latin,nama_lokal,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
462,MD0757,Diospyros siamang,Arang Arang,Pohon Muda,icon/young_tree.svg,-,16,20,Hutan Desa Muara Dua,gambut,-,1.038408,101.9894567,8.095085637,0.05,-,-,-,Indra,2021-10-07 13:39:00.000+07:00," Rp50,000 ",380.04,-,Chave (2005),media/MD462.jpg,media/1633593080789.jpg,media/1633593092743.jpg,media/1633593106597.jpg,adopsipohonriau/462
463,MD0758,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,13,20,Hutan Desa Muara Dua,gambut,-,1.0384205,101.9894643,7.658472695,0.05,-,-,-,Indra,2021-10-07 13:42:00.000+07:00," Rp50,000 ",307.61,-,Chave (2005),media/MD463.jpg,media/1633593412649.jpg,media/1633593426913.jpg,media/1633593437047.jpg,adopsipohonriau/463
464,MD0759,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,19,23,Hutan Desa Muara Dua,gambut,-,1.0384106,101.9894582,6.725738113,0.05,-,-,-,Indra,2021-10-07 13:46:00.000+07:00," Rp50,000 ",739.51,-,Chave (2005),media/MD464.jpg,media/1633593615443.jpg,media/1633593631132.jpg,media/1633593640347.jpg,adopsipohonriau/464
465,MD0760,Calophyllum pulcherrimum,Mentangor,Pohon Muda,icon/young_tree.svg,n/a,18,15,Hutan Desa Muara Dua,gambut,-,1.0384085,101.989468,7.45645266,0.05,-,-,-,Indra,2021-10-07 13:49:00.000+07:00," Rp50,000 ",413.23,-,Chave (2005),media/MD465.jpg,media/1633593838359.jpg,media/1633593851160.jpg,media/1633593860863.jpg,adopsipohonriau/465
466,MD0761,Shorea sp.,Cangkang,Pohon Muda,icon/young_tree.svg,-,31,28,Hutan Desa Muara Dua,gambut,-,1.0384046,101.9894691,8.133240989,0.05,-,-,-,Indra,2021-10-07 13:53:00.000+07:00," Rp50,000 ",1996.48,-,Chave (2005),media/MD466.jpg,media/1633593967007.jpg,media/1633593983372.jpg,media/1633593992761.jpg,adopsipohonriau/466
467,MD0764,Calophyllum pulcherrimum,Mentangor,Pohon Muda,icon/young_tree.svg,n/a,17,20,Hutan Desa Muara Dua,gambut,-,1.0383672,101.9895547,14.65878994,0.05,-,-,-,Indra,2021-10-07 13:57:00.000+07:00," Rp50,000 ",489.41,-,Chave (2005),media/MD467.jpg,media/1633583677063.jpg,media/1633583692321.jpg,media/1633583718234.jpg,adopsipohonriau/467
468,MD0763,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,12,10,Hutan Desa Muara Dua,gambut,-,1.0383543,101.9895266,11.19555903,0.05,-,-,-,Indra,2021-10-07 14:00:00.000+07:00," Rp50,000 ",135.53,-,Chave (2005),media/MD468.jpg,media/1633583886900.jpg,media/1633583903373.jpg,media/1633583935431.jpg,adopsipohonriau/468
469,MD0765,Calophyllum spp.,Bitangor,Pohon Muda,icon/young_tree.svg,n/a,28,24,Hutan Desa Muara Dua,gambut,-,1.0383878,101.9895684,22.99357344,0.05,-,-,-,Indra,2021-10-07 14:04:00.000+07:00," Rp50,000 ",1339.11,-,Chave (2005),media/MD469.jpg,media/1633584099565.jpg,media/1633584124717.jpg,media/1633584148517.jpg,adopsipohonriau/469
470,MD0762,Calophyllum spp.,Bitangor,Pohon Muda,icon/young_tree.svg,n/a,21,18,Hutan Desa Muara Dua,gambut,-,1.0384422,101.9896653,29.13524402,0.05,-,-,-,Indra,2021-10-07 14:07:00.000+07:00," Rp50,000 ",576.76,-,Chave (2005),media/MD470.jpg,media/1633584293472.jpg,media/1633584320566.jpg,media/1633584344086.jpg,adopsipohonriau/470
471,MD0766,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,13,10,Hutan Desa Muara Dua,gambut,-,1.0383347,101.9895456,26.29407989,0.05,-,-,-,Indra,2021-10-07 14:10:00.000+07:00," Rp50,000 ",132.64,-,Chave (2005),media/MD471.jpg,media/1633584484064.jpg,media/1633584498872.jpg,media/1633584523628.jpg,adopsipohonriau/471
472,MD0767,Polyalthia lateriflora,Pisang Pisang,Pohon Muda,icon/young_tree.svg,-,13,10,Hutan Desa Muara Dua,gambut,-,1.0383517,101.9895544,24.37207183,0.05,-,-,-,Indra,2021-10-07 14:13:00.000+07:00," Rp50,000 ",123.29,-,Chave (2005),media/MD472.jpg,media/1633584701353.jpg,media/1633584728089.jpg,media/1633584775734.jpg,adopsipohonriau/472
473,MD0768,Polyalthia lateriflora,Pisang Pisang,Pohon Muda,icon/young_tree.svg,-,10,10,Hutan Desa Muara Dua,gambut,-,1.0383474,101.9895835,25.61134009,0.05,-,-,-,Indra,2021-10-07 14:17:00.000+07:00," Rp50,000 ",73.88,-,Chave (2005),media/MD473.jpg,media/1633584947738.jpg,media/1633584963202.jpg,media/1633584983409.jpg,adopsipohonriau/473
474,MD0769,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,19,18,Hutan Desa Muara Dua,gambut,-,1.0383317,101.9895657,22.24755828,0.05,-,-,-,Indra,2021-10-07 14:20:00.000+07:00," Rp50,000 ",493.77,-,Chave (2005),media/MD474.jpg,media/1633585148778.jpg,media/1633585173342.jpg,media/1633585204393.jpg,adopsipohonriau/474
475,MD0770,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,20,18,Hutan Desa Muara Dua,gambut,-,1.0383177,101.9895658,21.35595986,0.05,-,-,-,Indra,2021-10-07 14:23:00.000+07:00," Rp50,000 ",643.47,-,Chave (2005),media/MD475.jpg,media/1633585375441.jpg,media/1633585388616.jpg,media/1633585411239.jpg,adopsipohonriau/475
476,MD0771,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,13,10,Hutan Desa Muara Dua,gambut,-,1.0383123,101.9895681,24.03601144,0.05,-,-,-,Indra,2021-10-07 14:26:00.000+07:00," Rp50,000 ",132.64,-,Chave (2005),media/MD476.jpg,media/1633585574005.jpg,media/1633585595889.jpg,media/1633585615290.jpg,adopsipohonriau/476
477,MD0772,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,19,18,Hutan Desa Muara Dua,gambut,-,1.0383015,101.9895616,22.89124265,0.05,-,-,-,Indra,2021-10-07 14:29:00.000+07:00," Rp50,000 ",443.92,-,Chave (2005),media/MD477.jpg,media/1633585763534.jpg,media/1633585789037.jpg,media/1633585808088.jpg,adopsipohonriau/477
478,MD0774,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,17,10,Hutan Desa Muara Dua,gambut,-,1.0382991,101.9895612,23.57127027,0.05,-,-,-,Indra,2021-10-07 14:33:00.000+07:00," Rp50,000 ",267.48,-,Chave (2005),media/MD478.jpg,media/1633585932591.jpg,media/1633585950704.jpg,media/1633585968869.jpg,adopsipohonriau/478
479,MD0791,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,28,20,Hutan Desa Muara Dua,gambut,-,1.038295,101.9895611,20.66409409,0.05,-,-,-,Iindra,2021-10-07 14:40:00.000+07:00," Rp50,000 ",1178.58,-,Chave (2005),media/MD479.jpg,media/1633588551548.jpg,media/1633588563466.jpg,media/1633588585782.jpg,adopsipohonriau/479
480,MD0790,Syzygium sp.,Kelat,Pohon Tua,icon/mature_tree.svg,-,40,28,Hutan Desa Muara Dua,gambut,-,1.0382234,101.9895715,26.99569915,0.05,-,-,-,Indra,2021-10-07 14:44:00.000+07:00," Rp200,000 ",3831.95,-,Chave (2005),media/MD480.jpg,media/1633588734902.jpg,media/1633588750131.jpg,media/1633588769949.jpg,adopsipohonriau/480
481,MD0789,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,13,8,Hutan Desa Muara Dua,gambut,-,1.0382057,101.9895955,19.53432773,0.05,-,-,-,Indra,2021-10-07 14:47:00.000+07:00," Rp50,000 ",169.95,-,Chave (2005),media/MD481.jpg,media/1633588906306.jpg,media/1633588921211.jpg,media/1633588937305.jpg,adopsipohonriau/481
482,MD0794,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,18,15,Hutan Desa Muara Dua,gambut,-,1.0382176,101.9896301,23.63049614,0.05,-,-,-,Indra,2021-10-07 14:53:00.000+07:00," Rp50,000 ",375.71,-,Chave (2005),media/MD482.jpg,media/1633589171073.jpg,media/1633589183267.jpg,media/1633589206112.jpg,adopsipohonriau/482
483,MD0795,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,24,20,Hutan Desa Muara Dua,gambut,-,1.0382182,101.9896212,19.95069182,0.05,-,-,-,Indra,2021-10-07 14:56:00.000+07:00," Rp50,000 ",801.66,-,Chave (2005),media/MD483.jpg,media/1633589344436.jpg,media/1633589360059.jpg,media/1633589382057.jpg,adopsipohonriau/483
484,MD0792,Dialium platysepalum ,Asam Asam,Pohon Muda,icon/young_tree.svg,-,14,10,Hutan Desa Muara Dua,gambut,-,1.0382161,101.9896244,18.90954879,0.05,-,-,-,Indra,2021-10-07 15:00:00.000+07:00," Rp50,000 ",207.25,-,Chave (2005),media/MD484.jpg,media/1633589562263.jpg,media/1633589575794.jpg,media/1633589597338.jpg,adopsipohonriau/484
485,MD0793,Xylopia fusca ,Jangkang,Pohon Muda,icon/young_tree.svg,-,10,10,Hutan Desa Muara Dua,gambut,-,1.0381785,101.9895822,20.44722307,0.05,-,-,-,Indra,2021-10-07 15:03:00.000+07:00," Rp50,000 ",43.87,-,Chave (2005),media/MD485.jpg,media/1633589781334.jpg,media/1633589799495.jpg,media/1633589818165.jpg,adopsipohonriau/485
486,MD0796,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,18,15,Hutan Desa Muara Dua,gambut,-,1.0382203,101.9897484,27.81115826,0.05,-,-,-,Indra,2021-10-07 15:06:00.000+07:00," Rp50,000 ",438.46,-,Chave (2005),media/MD486.jpg,media/1633589963731.jpg,media/1633589990270.jpg,media/1633590044760.jpg,adopsipohonriau/486
487,MD0150,Diospyros siamang,Arang Arang,Pohon Muda,icon/young_tree.svg,-,19,20,Hutan Desa Muara Dua,gambut,-,1.0382017,101.9894485,29.36888865,0.05,-,-,-,Indra,2021-10-11 09:27:00.000+07:00," Rp50,000 ",531.52,-,Chave (2005),media/MD487.jpg,media/1633590229132.jpg,media/1633590245237.jpg,media/1633590268095.jpg,adopsipohonriau/487
488,MD0199,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,32,30,Hutan Desa Muara Dua,gambut,-,1.0381399,101.9893604,27.55962902,0.05,-,-,-,Indra,2021-10-11 09:31:00.000+07:00," Rp50,000 ",2272.08,-,Chave (2005),media/MD488.jpg,media/1633590409574.jpg,media/1633590427895.jpg,media/1633590445799.jpg,adopsipohonriau/488
489,MD0151,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,29,25,Hutan Desa Muara Dua,gambut,-,1.0380939,101.9894421,27.72712013,0.05,-,-,-,Indra,2021-10-11 09:34:00.000+07:00," Rp50,000 ",1293.96,-,Chave (2005),media/MD489.jpg,media/1633590585158.jpg,media/1633590604666.jpg,media/1633590624001.jpg,adopsipohonriau/489
490,MD0152,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,26,20,Hutan Desa Muara Dua,gambut,-,1.0380837,101.9894231,27.99124164,0.05,-,-,-,Indra,2021-10-11 09:37:00.000+07:00," Rp50,000 ",1205.86,-,Chave (2005),media/MD490.jpg,media/1633590778632.jpg,media/1633590795058.jpg,media/1633590822029.jpg,adopsipohonriau/490
493,MD0155,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,36,30,Hutan Desa Muara Dua,gambut,-,1.0380387,101.9893284,26.42945896,0.05,-,-,-,Indra,2021-10-11 09:47:00.000+07:00," Rp50,000 ",3336.92,-,Chave (2005),media/MD493.jpg,media/1633590971084.jpg,media/1633590988110.jpg,media/1633591012678.jpg,adopsipohonriau/493
494,MD0156,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,28,25,Hutan Desa Muara Dua,gambut,-,1.0380186,101.9894047,26.46698293,0.05,-,-,-,Indra,2021-10-11 09:50:00.000+07:00," Rp50,000 ",1450.41,-,Chave (2005),media/MD494.jpg,media/1633591169021.jpg,media/1633591181711.jpg,media/1633591204954.jpg,adopsipohonriau/494
495,MD0157,Shorea sp.,Meranti Batu,Pohon Muda,icon/young_tree.svg,-,36,25,Hutan Desa Muara Dua,gambut,-,1.0380238,101.9894191,25.96280742,0.05,-,-,-,Indra,2021-10-11 09:54:00.000+07:00," Rp50,000 ",2393.28,-,Chave (2005),media/MD495.jpg,media/1633591348308.jpg,media/1633591364361.jpg,media/1633591393365.jpg,adopsipohonriau/495
496,MD0158,Diospyros siamang,Arang Arang,Pohon Muda,icon/young_tree.svg,-,36,30,Hutan Desa Muara Dua,gambut,-,1.0380998,101.9893194,10.33413031,0.05,-,-,-,Indra,2021-10-11 10:21:00.000+07:00," Rp50,000 ",2748.89,-,Chave (2005),media/MD496.jpg,media/1633591548622.jpg,media/1633591565598.jpg,media/1633591586087.jpg,adopsipohonriau/496
497,MD0159,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,15,12,Hutan Desa Muara Dua,gambut,-,1.0380185,101.9892797,65.04519799,0.05,-,-,-,Indra,2021-10-11 10:30:00.000+07:00," Rp50,000 ",244.1,-,Chave (2005),media/MD497.jpg,media/1633591732713.jpg,media/1633591750279.jpg,media/1633591779652.jpg,adopsipohonriau/497
498,MD0160,Koompassia malaccensis ,Kempas,Pohon Muda,icon/young_tree.svg,-,1.26,40,Hutan Desa Muara Dua,gambut,-,1.0379015,101.9892903,66.49296237,0.05,-,-,-,Indra,2021-10-11 10:35:00.000+07:00," Rp50,000 ",7.72,-,Chave (2005),media/MD498.jpg,media/1633591943535.jpg,media/1633591957868.jpg,media/1633591978080.jpg,adopsipohonriau/498
499,MD0161,Polyalthia lateriflora,Pisang Pisang,Pohon Muda,icon/young_tree.svg,-,28,15,Hutan Desa Muara Dua,gambut,-,1.0375221,101.9891224,61.53320715,0.05,-,-,-,Indra,2021-10-11 10:39:00.000+07:00," Rp50,000 ",818.89,-,Chave (2005),media/MD499.jpg,media/1633592407323.jpg,media/1633592219020.jpg,media/1633592262051.jpg,adopsipohonriau/499
500,MD0163,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,16,12,Hutan Desa Muara Dua,gambut,-,1.0379924,101.9893174,61.72055286,0.05,-,-,-,Indra,2021-10-11 10:42:00.000+07:00," Rp50,000 ",237.67,-,Chave (2005),media/MD500.jpg,media/1633592598881.jpg,media/1633592614663.jpg,media/1633592633098.jpg,adopsipohonriau/500
501,MD0164,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,28,25,Hutan Desa Muara Dua,gambut,-,1.0379282,101.9892543,7.504874134,0.05,-,-,-,Indra,2021-10-11 10:54:00.000+07:00," Rp50,000 ",1184.04,-,Chave (2005),media/MD501.jpg,media/1633592792998.jpg,media/1633592811685.jpg,media/1633592834114.jpg,adopsipohonriau/501
502,MD0162,Shorea sp.,Meranti Batu,Pohon Muda,icon/young_tree.svg,-,20,15,Hutan Desa Muara Dua,gambut,-,1.0380027,101.9892051,7.035285282,0.05,-,-,-,Indra,2021-10-11 10:58:00.000+07:00," Rp50,000 ",461.51,-,Chave (2005),media/MD502.jpg,media/1633593182600.jpg,media/1633593202897.jpg,media/1633593225336.jpg,adopsipohonriau/502
503,MD0166,Diospyros siamang,Arang Arang,Pohon Muda,icon/young_tree.svg,-,22,15,Hutan Desa Muara Dua,gambut,-,1.0379562,101.9892181,6.140943415,0.05,-,-,-,Ijndra,2021-10-11 11:02:00.000+07:00," Rp50,000 ",534.39,-,Chave (2005),media/MD503.jpg,media/1633593363352.jpg,media/1633593385282.jpg,media/1633593409865.jpg,adopsipohonriau/503
504,MD0165,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,23,15,Hutan Desa Muara Dua,gambut,-,1.0379786,101.9893524,5.680229455,0.05,-,-,-,Indra,2021-10-11 11:05:00.000+07:00," Rp50,000 ",716.84,-,Chave (2005),media/MD504.jpg,media/1633593549427.jpg,media/1633593564057.jpg,media/1633593586603.jpg,adopsipohonriau/504
505,MD0167,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,37,30,Hutan Desa Muara Dua,gambut,-,1.0379437,101.989181,31.96204572,0.05,-,-,-,Indra,2021-10-11 11:09:00.000+07:00," Rp50,000 ",2396.65,-,Chave (2005),media/MD505.jpg,media/1633593755077.jpg,media/1633593772827.jpg,media/1633593785897.jpg,adopsipohonriau/505
506,MD0169,Xylopia fusca ,Jangkang,Pohon Muda,icon/young_tree.svg,-,31,25,Hutan Desa Muara Dua,gambut,-,1.0379942,101.9892024,31.1429251,0.05,-,-,-,Indra,2021-10-11 11:12:00.000+07:00," Rp50,000 ",976.46,-,Chave (2005),media/MD506.jpg,media/1633593931495.jpg,media/1633593957552.jpg,media/1633593976883.jpg,adopsipohonriau/506
507,MD0171,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,22,15,Hutan Desa Muara Dua,gambut,-,1.0380144,101.9893002,33.22501275,0.05,-,-,-,Indra,2021-10-11 11:15:00.000+07:00," Rp50,000 ",555.87,-,Chave (2005),media/MD507.jpg,media/1633919200629.jpg,media/1633919215174.jpg,media/1633919237469.jpg,adopsipohonriau/507
508,MD0168,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,12,10,Hutan Desa Muara Dua,gambut,-,1.0381093,101.9891211,22.93660091,0.05,-,-,-,Indra,2021-10-11 11:18:00.000+07:00," Rp50,000 ",113.45,-,Chave (2005),media/MD508.jpg,media/1633919442917.jpg,media/1633919457658.jpg,media/1633919470807.jpg,adopsipohonriau/508
509,MD0173,Diospyros siamang,Arang Arang,Pohon Muda,icon/young_tree.svg,-,33,25,Hutan Desa Muara Dua,gambut,-,1.0380173,101.9892056,25.24404127,0.05,-,-,-,Indra,2021-10-11 11:21:00.000+07:00," Rp50,000 ",1941.4,-,Chave (2005),media/MD509.jpg,media/1633919650755.jpg,media/1633919663468.jpg,media/1633919678377.jpg,adopsipohonriau/509
510,MD0174,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,17,20,Hutan Desa Muara Dua,gambut,-,1.0381144,101.989254,24.90488872,0.05,-,-,-,Indra,2021-10-11 11:25:00.000+07:00," Rp50,000 ",440.44,-,Chave (2005),media/MD510.jpg,media/1633919804797.jpg,media/1633919817963.jpg,media/1633919841214.jpg,adopsipohonriau/510
511,MD0180,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,25,20,Hutan Desa Muara Dua,gambut,-,1.0381279,101.9891355,25.20340317,0.05,-,-,-,Indra,2021-10-11 11:59:00.000+07:00," Rp50,000 ",1102.45,-,Chave (2005),media/MD511.jpg,media/1633919956236.jpg,media/1633919981619.jpg,media/1633919993266.jpg,adopsipohonriau/511
512,MD0172,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,21,15,Hutan Desa Muara Dua,gambut,-,1.0380763,101.9890162,24.4576412,0.05,-,-,-,Indra,2021-10-11 12:02:00.000+07:00," Rp50,000 ",600.21,-,Chave (2005),media/MD512.jpg,media/1633920183348.jpg,media/1633920205807.jpg,media/1633920218008.jpg,adopsipohonriau/512
513,MD0181,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,26,15,Hutan Desa Muara Dua,gambut,-,1.0380889,101.9891512,25.45247501,0.05,-,-,-,Indra,2021-10-11 12:07:00.000+07:00," Rp50,000 ",762.33,-,Chave (2005),media/MD513.jpg,media/1633920344026.jpg,media/1633920361750.jpg,media/1633920422673.jpg,adopsipohonriau/513
514,MD0182,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,19,20,Hutan Desa Muara Dua,gambut,-,1.0381368,101.9892054,23.5248077,0.05,-,-,-,Indra,2021-10-11 12:11:00.000+07:00," Rp50,000 ",443.92,-,Chave (2005),media/MD514.jpg,media/1633920607667.jpg,media/1633920625579.jpg,media/1633920640543.jpg,adopsipohonriau/514
515,MD0186,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,21,10,Hutan Desa Muara Dua,gambut,-,1.0381262,101.9891632,-7.717898598,0.05,-,-,-,Indra,2021-10-11 12:18:00.000+07:00," Rp50,000 ",571.83,-,Chave (2005),media/MD515.jpg,media/1633920843132.jpg,media/1633920856629.jpg,media/1633920878036.jpg,adopsipohonriau/515
516,MD0187,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,22,15,Hutan Desa Muara Dua,gambut,-,1.038209,101.9894042,-9.782098896,0.05,-,-,-,Indra,2021-10-11 12:22:00.000+07:00," Rp50,000 ",643.26,-,Chave (2005),media/MD516.jpg,media/1633922454303.jpg,media/1633922471480.jpg,media/1633922483199.jpg,adopsipohonriau/516
517,MD0183,Syzygium sp.,Kelat,Pohon Tua,icon/mature_tree.svg,-,65,35,Hutan Desa Muara Dua,gambut,-,1.038279,101.9891534,-9.130076701,0.05,-,-,-,Indra,2021-10-11 12:25:00.000+07:00," Rp200,000 ",12291.08,-,Chave (2005),media/MD517.jpg,media/1633923012902.jpg,media/1633923028182.jpg,media/1633923037923.jpg,adopsipohonriau/517
518,MD0184,Xylopia fusca ,Jangkang,Pohon Muda,icon/young_tree.svg,-,33,25,Hutan Desa Muara Dua,gambut,-,1.0381922,101.9891844,-10.20792264,0.05,-,-,-,Indra,2021-10-11 12:32:00.000+07:00," Rp50,000 ",1103.2,-,Chave (2005),media/MD518.jpg,media/1633923297924.jpg,media/1633923316093.jpg,media/1633923326136.jpg,adopsipohonriau/518
519,MD0185,Diospyros siamang,Arang Arang,Pohon Tua,icon/mature_tree.svg,-,42,30,Hutan Desa Muara Dua,gambut,-,1.0381589,101.9891625,44.83713948,0.05,-,-,-,Indra,2021-10-11 12:39:00.000+07:00," Rp200,000 ",3713.97,-,Chave (2005),media/MD519.jpg,media/1633923501476.jpg,media/1633923525194.jpg,media/1633923534621.jpg,adopsipohonriau/519
520,MD0188,Cratoxylum formosum ,Geronggang,Pohon Muda,icon/young_tree.svg,-,17,15,Hutan Desa Muara Dua,gambut,-,1.0382147,101.9891356,45.41838776,0.05,-,-,-,Indra,2021-10-11 12:42:00.000+07:00," Rp50,000 ",385.65,-,Chave (2005),media/MD520.jpg,media/1633923683058.jpg,media/1633923696480.jpg,media/1633923716871.jpg,adopsipohonriau/520
521,MD0178,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,26,15,Hutan Desa Muara Dua,gambut,-,1.038094,101.989128,43.96963465,0.05,-,-,-,Indra,2021-10-11 12:45:00.000+07:00," Rp50,000 ",762.33,-,Chave (2005),media/MD521.jpg,media/1633924437146.jpg,media/1633924459884.jpg,media/1633924488676.jpg,adopsipohonriau/521
522,MD0179,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,38,30,Hutan Desa Muara Dua,gambut,-,1.0380269,101.9891264,44.07238843,0.05,-,-,-,Indra,2021-10-11 12:48:00.000+07:00," Rp50,000 ",3177.67,-,Chave (2005),media/MD522.jpg,media/1633924653170.jpg,media/1633924666538.jpg,media/1633924677657.jpg,adopsipohonriau/522
523,MD0177,Xylopia fusca ,Jangkang,Pohon Muda,icon/young_tree.svg,-,34,25,Hutan Desa Muara Dua,gambut,-,1.0379967,101.989264,45.52139909,0.05,-,-,-,Indra,2021-10-11 12:52:00.000+07:00," Rp50,000 ",1169.4,-,Chave (2005),media/MD523.jpg,media/1633924925465.jpg,media/1633924937482.jpg,media/1633924948170.jpg,adopsipohonriau/523
524,MD0189,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,26,20,Hutan Desa Muara Dua,gambut,-,1.0380132,101.9891282,45.30766477,0.05,-,-,-,Indra,2021-10-11 12:54:00.000+07:00," Rp50,000 ",1009.45,-,Chave (2005),media/MD524.jpg,media/1633925074775.jpg,media/1633925086904.jpg,media/1633925100609.jpg,adopsipohonriau/524
525,MD0190,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,28,25,Hutan Desa Muara Dua,gambut,-,1.0379753,101.9890579,44.2038501,0.05,-,-,-,Indra,2021-10-11 12:56:00.000+07:00," Rp50,000 ",1465.36,-,Chave (2005),media/MD525.jpg,media/1633925350415.jpg,media/1633925361572.jpg,media/1633925373014.jpg,adopsipohonriau/525
526,MD0191,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,27,20,Hutan Desa Muara Dua,gambut,-,1.0380882,101.9890233,45.00031621,0.05,-,-,-,Indra,2021-10-11 12:59:00.000+07:00," Rp50,000 ",1086.62,-,Chave (2005),media/MD526.jpg,media/1633925507450.jpg,media/1633925522210.jpg,media/1633925533694.jpg,adopsipohonriau/526
527,MD0192,Syzygium sp.,Kelat,Pohon Tua,icon/mature_tree.svg,-,41,30,Hutan Desa Muara Dua,gambut,-,1.0380123,101.9891107,47.09309827,0.05,-,-,-,Indra,2021-10-11 13:03:00.000+07:00," Rp200,000 ",4301.28,-,Chave (2005),media/MD527.jpg,media/1633925676072.jpg,media/1633925691201.jpg,media/1633925709269.jpg,adopsipohonriau/527
528,MD0193,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,11,15,Hutan Desa Muara Dua,gambut,-,1.0381155,101.9891465,45.38408719,0.05,-,-,-,Indra,2021-10-11 13:06:00.000+07:00," Rp50,000 ",111.37,-,Chave (2005),media/MD528.jpg,media/1633925865311.jpg,media/1633925881007.jpg,media/1633925906931.jpg,adopsipohonriau/528
529,MD0194,Diospyros siamang,Arang Arang,Pohon Muda,icon/young_tree.svg,-,24,20,Hutan Desa Muara Dua,gambut,-,1.0379781,101.989046,46.02646222,0.05,-,-,-,Indra,2021-10-11 13:09:00.000+07:00," Rp50,000 ",801.66,-,Chave (2005),media/MD529.jpg,media/1633926062528.jpg,media/1633926073991.jpg,media/1633926097527.jpg,adopsipohonriau/529
530,MD0176,Xylopia fusca ,Jangkang,Pohon Muda,icon/young_tree.svg,-,31,25,Hutan Desa Muara Dua,gambut,-,1.0380448,101.9891835,46.28861941,0.05,-,-,-,Indra,2021-10-11 13:12:00.000+07:00," Rp50,000 ",1531.79,-,Chave (2005),media/MD530.jpg,media/1633926287228.jpg,media/1633926304629.jpg,media/1633926314488.jpg,adopsipohonriau/530
531,MD0195,Xylopia fusca ,Jangkang,Pohon Muda,icon/young_tree.svg,-,32,25,Hutan Desa Muara Dua,gambut,-,1.0378493,101.9892551,45.79547857,0.05,-,-,-,Indra,2021-10-11 13:15:00.000+07:00," Rp50,000 ",1038.89,-,Chave (2005),media/MD531.jpg,media/1633928355739.jpg,media/1633928367957.jpg,media/1633928385521.jpg,adopsipohonriau/531
532,MD0198,Xylopia fusca ,Jangkang,Pohon Muda,icon/young_tree.svg,-,34,25,Hutan Desa Muara Dua,gambut,-,1.0381117,101.9892491,48.68226798,0.05,-,-,-,Indra,2021-10-11 13:20:00.000+07:00," Rp50,000 ",1169.4,-,Chave (2005),media/MD532.jpg,media/1633928534628.jpg,media/1633928547354.jpg,media/1633928560979.jpg,adopsipohonriau/532
