id,kode_pohon,nama_latin,nama_lokal,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
280,MD0607,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,25,20,Hutan Desa Muara Dua,gambut,-,1.0393157,101.9894237,17.75091113,0.05,-,-,-,Indra,2021-10-04 10:55:00.000+07:00," Rp50,000 ",935.05,-,Chave (2005),media/MD280.jpg,media/1633314895310.jpg,media/1633314907591.jpg,media/1633314921351.jpg,adopsipohonriau/280
281,MD0608,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,38,30,Hutan Desa Muara Dua,gambut,-,1.0393182,101.9894467,19.4950494,0.05,-,-,-,"Indra
",2021-10-04 10:58:00.000+07:00," Rp50,000 ",3145.27,-,Chave (2005),media/MD281.jpg,media/1633315053446.jpg,media/1633315067526.jpg,media/1633315080076.jpg,adopsipohonriau/281
282,MD0611,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,16,10,Hutan Desa Muara Dua,gambut,-,1.0393129,101.989301,18.29696173,0.05,-,-,-,Indra,2021-10-04 11:01:00.000+07:00," Rp50,000 ",198.93,-,Chave (2005),media/MD282.jpg,media/1633315198271.jpg,media/1633315213100.jpg,media/1633315221404.jpg,adopsipohonriau/282
283,MD0612,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,23,20,Hutan Desa Muara Dua,gambut,-,1.039288,101.9894415,14.23632092,0.05,-,-,-,"Indra
",2021-10-04 11:03:00.000+07:00," Rp50,000 ",719.82,-,Chave (2005),media/MD283.jpg,media/1633315415854.jpg,media/1633315444596.jpg,media/1633315454845.jpg,adopsipohonriau/283
284,MD0613,Diospyros siamang,Arang Arang,Pohon Muda,icon/young_tree.svg,-,25,20,Hutan Desa Muara Dua,gambut,-,1.0392438,101.9893148,17.14740504,0.05,-,-,-,"Indra
",2021-10-04 11:06:00.000+07:00," Rp50,000 ",908.17,-,Chave (2005),media/MD284.jpg,media/1633315595914.jpg,media/1633315604891.jpg,media/1633315615543.jpg,adopsipohonriau/284
285,MD0614,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,10,13,Hutan Desa Muara Dua,gambut,-,1.0392208,101.9893351,16.60722065,0.05,-,-,-,Indra,2021-10-04 11:09:00.000+07:00," Rp50,000 ",102.67,-,Chave (2005),media/MD285.jpg,media/1633315763650.jpg,media/1633315784058.jpg,media/1633315809973.jpg,adopsipohonriau/285
286,MD0620,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,18,15,Hutan Desa Muara Dua,gambut,-,1.0392037,101.989411,15.43678659,0.05,-,-,-,Indra,2021-10-04 11:11:00.000+07:00," Rp50,000 ",371.88,-,Chave (2005),media/MD286.jpg,media/1633315954670.jpg,media/1633315969638.jpg,media/1633315984385.jpg,adopsipohonriau/286
287,MD0621,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,20,18,Hutan Desa Muara Dua,gambut,-,1.0392118,101.9894099,28.85830927,0.05,-,-,-,Indra,2021-10-04 11:13:00.000+07:00," Rp50,000 ",545.77,-,Chave (2005),media/MD287.jpg,media/1633316150379.jpg,media/1633316165897.jpg,media/1633316183658.jpg,adopsipohonriau/287
288,MD0623,-,Tempurung,Pohon Muda,icon/young_tree.svg,-,15,10,Hutan Desa Muara Dua,gambut,-,1.039147,101.9893595,22.61624497,0.05,-,-,-,Indra,2021-10-04 11:16:00.000+07:00," Rp50,000 ",244.1,-,Brown (1997),media/MD288.jpg,media/1633316373654.jpg,media/1633316388476.jpg,media/1633316407035.jpg,adopsipohonriau/288
289,MD0622,-,Tempurung,Pohon Muda,icon/young_tree.svg,-,20,18,Hutan Desa Muara Dua,gambut,-,1.039165,101.9894017,22.61624497,0.05,-,-,-,Indra,2021-10-04 11:18:00.000+07:00," Rp50,000 ",505.43,-,Brown (1997),media/MD289.jpg,media/1633316564475.jpg,media/1633316577992.jpg,media/1633316589240.jpg,adopsipohonriau/289
290,MD0626,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,30,28,Hutan Desa Muara Dua,gambut,-,1.0391664,101.9893306,28.21556447,0.05,-,-,-,Indra,2021-10-04 11:21:00.000+07:00," Rp50,000 ",1872.7,-,Chave (2005),media/MD290.jpg,media/1633316728064.jpg,media/1633316745695.jpg,media/1633316768958.jpg,adopsipohonriau/290
291,MD0624,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,35,29,Hutan Desa Muara Dua,gambut,-,1.0391812,101.9893232,3.919490323,0.05,-,-,-,Indra,2021-10-04 11:25:00.000+07:00," Rp50,000 ",2591.62,-,Chave (2005),media/MD291.jpg,media/1633318916997.jpg,media/1633318928819.jpg,media/1633318942697.jpg,adopsipohonriau/291
292,MD0625,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,10,12,Hutan Desa Muara Dua,gambut,-,1.0391751,101.9893414,10.79885383,0.05,-,-,-,Indra,2021-10-04 11:27:00.000+07:00," Rp50,000 ",94.96,-,Chave (2005),media/MD292.jpg,media/1633319193161.jpg,media/1633319211695.jpg,media/1633319231882.jpg,adopsipohonriau/292
293,MD0627,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,12,18,Hutan Desa Muara Dua,gambut,-,1.0391474,101.9893599,22.56369507,0.05,-,-,-,Indra,2021-10-04 11:29:00.000+07:00," Rp50,000 ",201.35,-,Chave (2005),media/MD293.jpg,media/1633319340049.jpg,media/1633319352794.jpg,media/1633319372656.jpg,adopsipohonriau/293
294,MD0630,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,23,20,Hutan Desa Muara Dua,gambut,-,1.0391516,101.9893457,18.40726989,0.05,-,-,-,Indra,2021-10-04 11:31:00.000+07:00," Rp50,000 ",719.82,-,Chave (2005),media/MD294.jpg,media/1633319516140.jpg,media/1633319545654.jpg,media/1633319564161.jpg,adopsipohonriau/294
295,MD0629,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,35,30,Hutan Desa Muara Dua,gambut,-,1.0391406,101.9893905,22.09579217,0.05,-,-,-,Indra,2021-10-04 11:35:00.000+07:00," Rp50,000 ",2082.32,-,Chave (2005),media/MD295.jpg,media/1633319724419.jpg,media/1633319737336.jpg,media/1633319746698.jpg,adopsipohonriau/295
296,MD0628,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,22,20,Hutan Desa Muara Dua,gambut,-,1.0391233,101.9894083,22.09579217,0.05,-,-,-,Indra,2021-10-04 11:37:00.000+07:00," Rp50,000 ",643.26,-,Chave (2005),media/MD296.jpg,media/1633319851448.jpg,media/1633319871267.jpg,media/1633319882540.jpg,adopsipohonriau/296
297,MD0680,Dialium platysepalum ,Asam Asam,Pohon Muda,icon/young_tree.svg,-,35,30,Hutan Desa Muara Dua,gambut,-,1.0391081,101.9893072,31.2977224,0.05,-,-,-,Indra,2021-10-04 11:40:00.000+07:00," Rp50,000 ",3622.05,-,Chave (2005),media/MD297.jpg,media/1633320035542.jpg,media/1633320047171.jpg,media/1633320057905.jpg,adopsipohonriau/297
298,MD0631,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,23,15,Hutan Desa Muara Dua,gambut,-,1.0391087,101.9893587,19.90842683,0.05,-,-,-,Indra,2021-10-04 11:43:00.000+07:00," Rp50,000 ",716.84,-,Chave (2005),media/MD298.jpg,media/1633320193275.jpg,media/1633320205652.jpg,media/1633320216902.jpg,adopsipohonriau/298
299,MD0632,Calophyllum spp.,Bintangor,Pohon Muda,icon/young_tree.svg,-,18,15,Hutan Desa Muara Dua,gambut,-,1.0391012,101.9892411,33.16405317,0.05,-,-,-,Indra,2021-10-04 11:46:00.000+07:00," Rp50,000 ",357.3,-,Chave (2005),media/MD299.jpg,media/1633320348959.jpg,media/1633320361401.jpg,media/1633320390460.jpg,adopsipohonriau/299
300,MD0633,-,Tempurung,Pohon Muda,icon/young_tree.svg,-,27,25,Hutan Desa Muara Dua,gambut,-,1.0390535,101.9893604,34.13727023,0.05,-,-,-,Indra,2021-10-04 11:48:00.000+07:00," Rp50,000 ",1079.95,-,Brown (1997),media/MD300.jpg,media/1633320502407.jpg,media/1633320519838.jpg,media/1633320541253.jpg,adopsipohonriau/300
301,MD0634,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,32,28,Hutan Desa Muara Dua,gambut,-,1.0390557,101.9893324,36.02457283,0.05,-,-,-,Indra,2021-10-04 11:51:00.000+07:00," Rp50,000 ",2102.46,-,Chave (2005),media/MD301.jpg,media/1633320665377.jpg,media/1633320675667.jpg,media/1633320687185.jpg,adopsipohonriau/301
302,MD0635,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,12,20,Hutan Desa Muara Dua,gambut,-,1.0390765,101.9894248,32.28508846,0.05,-,-,-,Indra,2021-10-04 11:53:00.000+07:00," Rp50,000 ",223.16,-,Chave (2005),media/MD302.jpg,media/1633320791327.jpg,media/1633320802080.jpg,media/1633320811650.jpg,adopsipohonriau/302
303,MD0637,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,18,20,Hutan Desa Muara Dua,gambut,-,1.0390861,101.989351,26.23194757,0.05,-,-,-,"Indra
",2021-10-04 11:55:00.000+07:00," Rp50,000 ",492.43,-,Chave (2005),media/MD303.jpg,media/1633320940183.jpg,media/1633320959735.jpg,media/1633320976009.jpg,adopsipohonriau/303
304,MD0638,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,23,18,Hutan Desa Muara Dua,gambut,-,1.0391271,101.9893967,18.75627837,0.05,-,-,-,Indra,2021-10-04 11:58:00.000+07:00," Rp50,000 ",716.95,-,Chave (2005),media/MD304.jpg,media/1633321079529.jpg,media/1633321092566.jpg,media/1633321128124.jpg,adopsipohonriau/304
305,MD0648,-,Tempurung,Pohon Muda,icon/young_tree.svg,-,13,15,Hutan Desa Muara Dua,gambut,-,1.0390302,101.989277,28.48963543,0.05,-,-,-,Indra,2021-10-04 12:51:00.000+07:00," Rp50,000 ",169.95,-,Brown (1997),media/MD305.jpg,media/1633321265265.jpg,media/1633321283347.jpg,media/1633321301264.jpg,adopsipohonriau/305
306,MD0649,-,Tempurung,Pohon Muda,icon/young_tree.svg,-,15,17,Hutan Desa Muara Dua,gambut,-,1.0391309,101.9892012,28.05118008,0.05,-,-,-,Indra,2021-10-04 12:55:00.000+07:00," Rp50,000 ",244.1,-,Brown (1997),media/MD306.jpg,media/1633321456124.jpg,media/1633321479541.jpg,media/1633321502710.jpg,adopsipohonriau/306
307,MD0650,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,10,9,Hutan Desa Muara Dua,gambut,-,1.039036,101.9892287,25.83518606,0.05,-,-,-,Indra,2021-10-04 12:57:00.000+07:00," Rp50,000 ",87.51,-,Chave (2005),media/MD307.jpg,media/1633321619134.jpg,media/1633321631693.jpg,media/1633321644486.jpg,adopsipohonriau/307
308,MD0651,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,13,10,Hutan Desa Muara Dua,gambut,-,1.0391266,101.9892533,10.10654628,0.05,-,-,-,"Indra
",2021-10-04 13:00:00.000+07:00," Rp50,000 ",169.95,-,Chave (2005),media/MD308.jpg,media/1633321748979.jpg,media/1633321759802.jpg,media/1633321775577.jpg,adopsipohonriau/308
309,MD0660,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,8,10,Hutan Desa Muara Dua,gambut,-,1.0391283,101.98926,32.43414505,0.05,-,-,-,Indra,2021-10-04 13:05:00.000+07:00," Rp50,000 ",51.41,-,Chave (2005),media/MD309.jpg,media/1633321884576.jpg,media/1633321896024.jpg,media/1633321907893.jpg,adopsipohonriau/309
310,MD0661,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,15,18,Hutan Desa Muara Dua,gambut,-,1.0391192,101.9892574,-7.939318893,0.05,-,-,-,Indra,2021-10-04 13:08:00.000+07:00," Rp50,000 ",314.47,-,Chave (2005),media/MD310.jpg,media/1633322072207.jpg,media/1633322089076.jpg,media/1633322105161.jpg,adopsipohonriau/310
311,MD0655,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,23,20,Hutan Desa Muara Dua,gambut,-,1.039022,101.9891841,21.82627702,0.05,-,-,-,Indra,2021-10-04 13:10:00.000+07:00," Rp50,000 ",794.6,-,Chave (2005),media/MD311.jpg,media/1633322232416.jpg,media/1633322247172.jpg,media/1633322257461.jpg,adopsipohonriau/311
312,MD0654,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,28,24,Hutan Desa Muara Dua,gambut,-,1.038984,101.989201,20.60630485,0.05,-,-,-,Indra,2021-10-04 13:12:00.000+07:00," Rp50,000 ",1643.28,-,Chave (2005),media/MD312.jpg,media/1633322364928.jpg,media/1633322385715.jpg,media/1633322410664.jpg,adopsipohonriau/312
313,MD0653,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,13,10,Hutan Desa Muara Dua,gambut,-,1.0389617,101.98919,20.60630485,0.05,-,-,-,Indra,2021-10-04 13:15:00.000+07:00," Rp50,000 ",134,-,Chave (2005),media/MD313.jpg,media/1633322589054.jpg,media/1633322599104.jpg,media/1633322612190.jpg,adopsipohonriau/313
314,MD0662,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,15,10,Hutan Desa Muara Dua,gambut,-,1.0389688,101.9892756,21.09538987,0.05,-,-,-,Indra,2021-10-04 13:18:00.000+07:00," Rp50,000 ",175.38,-,Chave (2005),media/MD314.jpg,media/1633322737190.jpg,media/1633322749777.jpg,media/1633322760339.jpg,adopsipohonriau/314
315,MD0663,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,15,10,Hutan Desa Muara Dua,gambut,-,1.039052,101.9892934,21.13036364,0.05,-,-,-,Indra,2021-10-04 13:21:00.000+07:00," Rp50,000 ",244.1,-,Chave (2005),media/MD315.jpg,media/1633322886761.jpg,media/1633322896712.jpg,media/1633322906715.jpg,adopsipohonriau/315
316,MD0664,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,35,28,Hutan Desa Muara Dua,gambut,-,1.0388122,101.98921,21.76430484,0.05,-,-,-,Indra,2021-10-04 13:24:00.000+07:00," Rp50,000 ",2530.16,-,Chave (2005),media/MD316.jpg,media/1633323030166.jpg,media/1633323044792.jpg,media/1633323058591.jpg,adopsipohonriau/316
317,MD0665,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,15,10,Hutan Desa Muara Dua,gambut,-,1.0390125,101.9893422,21.47338414,0.05,-,-,-,Indra,2021-10-04 13:30:00.000+07:00," Rp50,000 ",175.38,-,Chave (2005),media/MD317.jpg,media/1633323156625.jpg,media/1633323168914.jpg,media/1633323181032.jpg,adopsipohonriau/317
318,MD0666,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,17,15,Hutan Desa Muara Dua,gambut,-,1.0389271,101.9892644,19.21890496,0.05,-,-,-,"Indra
",2021-10-04 13:33:00.000+07:00," Rp50,000 ",332.62,-,Chave (2005),media/MD318.jpg,media/1633323278257.jpg,media/1633323301239.jpg,media/1633323318452.jpg,adopsipohonriau/318
319,MD0670,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,22,18,Hutan Desa Muara Dua,gambut,-,1.0389101,101.9892624,18.4692046,0.05,-,-,-,Indra,2021-10-04 13:36:00.000+07:00," Rp50,000 ",643.26,-,Chave (2005),media/MD319.jpg,media/1633323450930.jpg,media/1633323462844.jpg,media/1633323478309.jpg,adopsipohonriau/319
320,MD0671,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,13,10,Hutan Desa Muara Dua,gambut,-,1.0389424,101.9893429,20.48559776,0.05,-,-,-,Indra,2021-10-04 13:39:00.000+07:00," Rp50,000 ",169.95,-,Chave (2005),media/MD320.jpg,media/1633326680622.jpg,media/1633326693898.jpg,media/1633326706598.jpg,adopsipohonriau/320
321,MD0672,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,17,15,Hutan Desa Muara Dua,gambut,-,1.0388092,101.9893301,19.64814774,0.05,-,-,-,Indra,2021-10-04 13:41:00.000+07:00," Rp50,000 ",335.04,-,Chave (2005),media/MD321.jpg,media/1633326847745.jpg,media/1633326860319.jpg,media/1633326895633.jpg,adopsipohonriau/321
322,MD0673,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,14,20,Hutan Desa Muara Dua,gambut,-,1.0389232,101.9892943,19.2508318,0.05,-,-,-,Indra,2021-10-04 13:45:00.000+07:00," Rp50,000 ",301.51,-,Chave (2005),media/MD322.jpg,media/1633327031744.jpg,media/1633327044997.jpg,media/1633327052318.jpg,adopsipohonriau/322
323,MD0674,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,17,22,Hutan Desa Muara Dua,gambut,-,1.0389506,101.9892584,17.39706791,0.05,-,-,-,"Indra
",2021-10-04 13:48:00.000+07:00," Rp50,000 ",483.38,-,Chave (2005),media/MD323.jpg,media/1633327187182.jpg,media/1633327217606.jpg,media/1633327235081.jpg,adopsipohonriau/323
324,MD0669,-,Tempurung,Pohon Muda,icon/young_tree.svg,-,12,10,Hutan Desa Muara Dua,gambut,-,1.039071,101.9891847,16.87116739,0.05,-,-,-,Indra,2021-10-04 13:51:00.000+07:00," Rp50,000 ",138.8,-,Brown (1997),media/MD324.jpg,media/1633327470928.jpg,media/1633327480917.jpg,media/1633327504782.jpg,adopsipohonriau/324
325,MD0675,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,15,13,Hutan Desa Muara Dua,gambut,-,1.038772,101.9893438,20.71038573,0.05,-,-,-,Indra,2021-10-04 13:53:00.000+07:00," Rp50,000 ",244.1,-,Chave (2005),media/MD325.jpg,media/1633327655029.jpg,media/1633327671715.jpg,media/1633327685931.jpg,adopsipohonriau/325
326,MD0685,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,13,10,Hutan Desa Muara Dua,gambut,-,1.0388937,101.9892889,14.79875717,0.05,-,-,-,Indra,2021-10-04 13:56:00.000+07:00," Rp50,000 ",132.64,-,Chave (2005),media/MD326.jpg,media/1633327811666.jpg,media/1633327829604.jpg,media/1633327841588.jpg,adopsipohonriau/326
327,MD0686,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,14,10,Hutan Desa Muara Dua,gambut,-,1.0388062,101.9893299,18.21041293,0.05,-,-,-,Indra,2021-10-04 13:59:00.000+07:00," Rp50,000 ",153.28,-,Chave (2005),media/MD327.jpg,media/1633327941568.jpg,media/1633327952019.jpg,media/1633327966984.jpg,adopsipohonriau/327
328,MD0667,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,10,15,Hutan Desa Muara Dua,gambut,-,1.0390345,101.9892499,19.01743077,0.05,-,-,-,Indra,2021-10-04 13:28:00.000+07:00," Rp50,000 ",118.06,-,Chave (2005),media/MD328.jpg,media/1633328077066.jpg,media/1633328094637.jpg,media/1633328109180.jpg,adopsipohonriau/328
329,MD0677,Shorea sp.,Meranti Batu,Pohon Muda,icon/young_tree.svg,-,19,20,Hutan Desa Muara Dua,gambut,-,1.0388845,101.9891844,36.75598275,0.05,-,-,-,Riono A.W,2021-10-04 13:47:00.000+07:00," Rp50,000 ",552.88,-,Chave (2005),media/MD329.jpg,media/1633328286024.jpg,media/1633328296175.jpg,media/1633328309486.jpg,adopsipohonriau/329
330,MD0678,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,16,20,Hutan Desa Muara Dua,gambut,-,1.0387955,101.9890581,6.43134203,0.05,-,-,-,"Riono, A.W",2021-10-04 14:10:00.000+07:00," Rp50,000 ",395.32,-,Chave (2005),media/MD330.jpg,media/1633328448853.jpg,media/1633328459270.jpg,media/1633328469442.jpg,adopsipohonriau/330
331,MD0679,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,21,23,Hutan Desa Muara Dua,gambut,-,1.0388972,101.989131,15.42033318,0.05,-,-,-,"Riono,A.W",2021-10-04 14:22:00.000+07:00," Rp50,000 ",571.83,-,Chave (2005),media/MD331.jpg,media/1633328607714.jpg,media/1633328622393.jpg,media/1633328636109.jpg,adopsipohonriau/331
332,MD0684,-,Tempurung,Pohon Muda,icon/young_tree.svg,-,12,15,Hutan Desa Muara Dua,gambut,-,1.0389535,101.9891192,33.33958275,0.05,-,-,-,Riono.A.W,2021-10-04 14:29:00.000+07:00," Rp50,000 ",138.8,-,Brown (1997),media/MD332.jpg,media/1633328998903.jpg,media/1633329025452.jpg,media/1633329035558.jpg,adopsipohonriau/332
333,MD0569,Nephelium lappaceum,Rambutan,Pohon Muda,icon/young_tree.svg,Least Concern,11,15,Hutan Desa Muara Dua,gambut,-,1.0396947,101.9893548,13.60802063,0.05,-,-,-,Roni,2021-10-04 09:17:00.000+07:00," Rp50,000 ",173.7,-,Chave (2005),media/MD333.jpg,media/1633329140114.jpg,media/1633329151240.jpg,media/1633329182830.jpg,adopsipohonriau/333
334,MD0572,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,26,12,Hutan Desa Muara Dua,gambut,-,1.0396659,101.9892563,42.63560352,0.05,-,-,-,Roni,2021-10-04 09:21:00.000+07:00," Rp50,000 ",732.44,-,Chave (2005),media/MD334.jpg,media/1633329342073.jpg,media/1633329357415.jpg,media/1633329378297.jpg,adopsipohonriau/334
335,MD0573,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,12,10,Hutan Desa Muara Dua,gambut,-,1.0397977,101.9893774,41.31849177,0.05,-,-,-,Roni,2021-10-04 09:25:00.000+07:00," Rp50,000 ",133.76,-,Chave (2005),media/MD335.jpg,media/1633329517697.jpg,media/1633329534084.jpg,media/1633329546479.jpg,adopsipohonriau/335
336,MD0574,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,14,10,Hutan Desa Muara Dua,gambut,-,1.0397659,101.9894504,42.82609348,0.05,-,-,-,Roni,2021-10-04 09:29:00.000+07:00," Rp50,000 ",153.28,-,Chave (2005),media/MD336.jpg,media/1633329670534.jpg,media/1633329688937.jpg,media/1633329702415.jpg,adopsipohonriau/336
337,MD0571,Nephelium lappaceum,Rambutan,Pohon Muda,icon/young_tree.svg,Least Concern,16,12,Hutan Desa Muara Dua,gambut,-,1.0397361,101.9893525,41.78113642,0.05,-,-,-,Roni,2021-10-04 09:32:00.000+07:00," Rp50,000 ",290.3,-,Chave (2005),media/MD337.jpg,media/1633329884135.jpg,media/1633329896085.jpg,media/1633329905986.jpg,adopsipohonriau/337
338,MD0575,Nephelium lappaceum,Rambutan,Pohon Muda,icon/young_tree.svg,Least Concern,26,30,Hutan Desa Muara Dua,gambut,-,1.0396638,101.9894393,42.40339415,0.05,-,-,-,Roni,2021-10-04 09:37:00.000+07:00," Rp50,000 ",1831.58,-,Chave (2005),media/MD338.jpg,media/1633330048368.jpg,media/1633330063044.jpg,media/1633330076254.jpg,adopsipohonriau/338
339,MD0576,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,26,25,Hutan Desa Muara Dua,gambut,-,1.039666,101.9894544,42.4330001,0.05,-,-,-,Roni,2021-10-04 09:41:00.000+07:00," Rp50,000 ",981.61,-,Chave (2005),media/MD339.jpg,media/1633330234958.jpg,media/1633330250268.jpg,media/1633330268303.jpg,adopsipohonriau/339
340,MD0588,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,21,20,Hutan Desa Muara Dua,gambut,-,1.0395671,101.9894541,41.3608844,0.05,-,-,-,Roni,2021-10-04 09:45:00.000+07:00," Rp50,000 ",571.83,-,Chave (2005),media/MD340.jpg,media/1633330380732.jpg,media/1633330396874.jpg,media/1633330420054.jpg,adopsipohonriau/340
341,MD0577,Diospyros siamang,Arang Arang,Pohon Muda,icon/young_tree.svg,-,15,10,Hutan Desa Muara Dua,gambut,-,1.0395314,101.9894369,43.08568138,0.05,-,-,-,Roni,2021-10-04 09:49:00.000+07:00," Rp50,000 ",170.34,-,Chave (2005),media/MD341.jpg,media/1633330537905.jpg,media/1633330548962.jpg,media/1633330559267.jpg,adopsipohonriau/341
342,MD0578,Syzygium sp.,Kelat,Pohon Muda,icon/young_tree.svg,-,24,25,Hutan Desa Muara Dua,gambut,-,1.0395959,101.9894113,42.70412985,0.05,-,-,-,Roni,2021-10-04 09:52:00.000+07:00," Rp50,000 ",1265.71,-,Chave (2005),media/MD342.jpg,media/1633330706873.jpg,media/1633330718302.jpg,media/1633330750892.jpg,adopsipohonriau/342
343,MD0579,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,15,10,Hutan Desa Muara Dua,gambut,-,1.0395756,101.9894771,38.47577114,0.05,-,-,-,Roni,2021-10-04 09:56:00.000+07:00," Rp50,000 ",244.1,-,Chave (2005),media/MD343.jpg,media/1633328763934.jpg,media/1633328787093.jpg,media/1633328885199.jpg,adopsipohonriau/343
344,MD0589,Palaquium spp.,Balam,Pohon Muda,icon/young_tree.svg,-,14,12,Hutan Desa Muara Dua,gambut,-,1.0395917,101.9895089,39.48998749,0.05,-,-,-,Roni,2021-10-04 10:01:00.000+07:00," Rp50,000 ",183.14,-,Chave (2005),media/MD344.jpg,media/1633329923955.jpg,media/1633329979850.jpg,media/1633330008442.jpg,adopsipohonriau/344
345,MD0590,Nephelium lappaceum,Rambutan,Pohon Muda,icon/young_tree.svg,Least Concern,15,11,Hutan Desa Muara Dua,gambut,-,1.0397133,101.9895036,39.74208749,0.05,-,-,-,Roni,2021-10-04 10:05:00.000+07:00," Rp50,000 ",235.1,-,Chave (2005),media/MD345.jpg,media/1633331354805.jpg,media/1633331391939.jpg,media/1633331412277.jpg,adopsipohonriau/345
346,MD0592,Eugenia sp.,Jambu Jambu,Pohon Muda,icon/young_tree.svg,-,13,11,Hutan Desa Muara Dua,gambut,-,1.0395493,101.9894816,38.99086431,0.05,-,-,-,Roni,2021-10-04 10:09:00.000+07:00," Rp50,000 ",173.89,-,Chave (2005),media/MD346.jpg,media/1633332035893.jpg,media/1633332060681.jpg,media/1633332110547.jpg,adopsipohonriau/346
347,MD0594,Leguminosae sp.,Kacang Kacang,Pohon Muda,icon/young_tree.svg,-,16,25,Hutan Desa Muara Dua,gambut,-,1.0394673,101.9894679,39.3489358,0.05,-,-,-,Roni,2021-10-04 10:16:00.000+07:00," Rp50,000 ",287.39,-,Chave (2005),media/MD347.jpg,media/1633332524312.jpg,media/1633332540976.jpg,media/1633332561142.jpg,adopsipohonriau/347
348,MD0609,Shorea sp.,Meranti,Pohon Muda,icon/young_tree.svg,-,15,10,Hutan Desa Muara Dua,gambut,-,1.0393389,101.9894503,35.33945578,0.05,-,-,-,Roni,2021-10-04 11:00:00.000+07:00," Rp50,000 ",177.19,-,Chave (2005),media/MD348.jpg,media/1633313704898.jpg,media/1633313791134.jpg,media/1633313814464.jpg,adopsipohonriau/348
349,MD0610,Nephelium lappaceum,Rambutan,Pohon Muda,icon/young_tree.svg,Least Concern,14,16,Hutan Desa Muara Dua,gambut,-,1.039317,101.9895642,32.8406501,0.05,-,-,-,Roni,2021-10-04 11:03:00.000+07:00," Rp50,000 ",296.2,-,Chave (2005),media/MD349.jpg,media/1633314022292.jpg,media/1633314044754.jpg,media/1633314074955.jpg,adopsipohonriau/349
